,gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,refseq,symbol,product
1210,BLLJ_RS06285,861.6500895,-0.426563161,0.128311851,-3.324425272,0.00088601,0.002405953,WP_012577287.1,WP_012577287.1,tyrosine recombinase XerC
317,BLLJ_RS01650,3957.071873,-0.42685298,0.103451814,-4.126104352,3.69E-05,0.000134868,WP_004268380.1,rpmF,50S ribosomal protein L32
886,BLLJ_RS04540,27.82504249,-0.427571711,0.245245328,-1.743444879,0.081255935,0.130117477,WP_014484893.1,WP_014484893.1,hypothetical protein
243,BLLJ_RS01260,104.9189244,-0.429586792,0.151694905,-2.83191312,0.004627042,0.010532393,WP_007051517.1,WP_007051517.1,manganese efflux pump MntP family protein
211,BLLJ_RS01095,2386.949599,-0.429923586,0.086351581,-4.978757544,6.40E-07,3.12E-06,WP_007054739.1,WP_007054739.1,beta-L-arabinobiosidase
1036,BLLJ_RS05365,52.99910742,-0.430244877,0.21298999,-2.020023933,0.043380905,0.075690846,WP_012577539.1,WP_012577539.1,hypothetical protein
235,BLLJ_RS01220,810.2779188,-0.430485294,0.095213874,-4.521245459,6.15E-06,2.60E-05,WP_007056503.1,rho,transcription termination factor Rho
1652,BLLJ_RS08555,3060.513904,-0.430800241,0.118838825,-3.625079945,0.000288872,0.000872955,WP_012039277.1,infA,translation initiation factor IF-1
377,BLLJ_RS01960,2062.175416,-0.431309951,0.110846604,-3.891052468,9.98E-05,0.000338844,WP_013582399.1,WP_013582399.1,hypothetical protein
964,BLLJ_RS05000,21.79883446,-0.431881182,0.320646247,-1.346908583,0.178009677,0.253838004,NA,NA,cell division protein FtsK
726,BLLJ_RS03750,681.8623861,-0.43257964,0.119876236,-3.608552081,0.000307911,0.000927581,WP_007052123.1,WP_007052123.1,purine permease
1543,BLLJ_RS07985,218.6511756,-0.432885914,0.130885538,-3.307362451,0.00094179,0.002521903,WP_014485390.1,prfA,peptide chain release factor 1
841,BLLJ_RS04310,24.08367161,-0.433312348,0.298499151,-1.451636782,0.146602626,0.217255851,WP_015713573.1,WP_015713573.1,MFS transporter
1672,BLLJ_RS08655,453.9037098,-0.433558538,0.114333358,-3.792056361,0.000149405,0.000487399,WP_015450970.1,rplW,50S ribosomal protein L23
1533,BLLJ_RS07935,938.2448239,-0.43378942,0.084139091,-5.155622858,2.53E-07,1.28E-06,WP_013141204.1,guaB,IMP dehydrogenase
410,BLLJ_RS02125,1050.311296,-0.434082914,0.063687149,-6.815863546,9.37E-12,7.37E-11,WP_015713361.1,WP_015713361.1,tandem-95 repeat protein
1633,BLLJ_RS08460,622.5088306,-0.434772466,0.109357225,-3.975708645,7.02E-05,0.000244202,WP_007052313.1,WP_007052313.1,hypothetical protein
1278,BLLJ_RS06620,79.79375186,-0.435155174,0.145258394,-2.99573169,0.002737872,0.006573621,WP_015439060.1,istB,IS21-like element helper ATPase IstB
120,BLLJ_RS00620,16.84116933,-0.435779795,0.321244073,-1.356538008,0.174928051,0.250687999,WP_008783502.1,WP_008783502.1,ATP-binding protein
297,BLLJ_RS01550,141.5539047,-0.436894267,0.119095239,-3.668444426,0.000244031,0.000755203,WP_007054798.1,pstA,phosphate ABC transporter permease PstA
295,BLLJ_RS01540,377.0223351,-0.437237899,0.126261131,-3.462965154,0.000534258,0.001510484,WP_013582368.1,pstS,phosphate ABC transporter substrate-binding protein PstS
1894,BLLJ_RS11005,21.62147919,-0.437683966,0.272306294,-1.607322252,0.107983695,0.168168469,WP_003835811.1,WP_003835811.1,hypothetical protein
277,BLLJ_RS10235,112.4403103,-0.438288814,0.143905862,-3.045663371,0.002321676,0.0056949,WP_003815796.1,WP_003815796.1,helix-turn-helix domain-containing protein
1859,BLLJ_RS10750,56.91182576,-0.440343373,0.186970339,-2.355150952,0.018515183,0.036612587,WP_003814027.1,WP_003814027.1,hypothetical protein
1681,BLLJ_RS08700,5526.205189,-0.440600073,0.068885682,-6.396105252,1.59E-10,1.13E-09,WP_003807927.1,rplM,50S ribosomal protein L13
633,BLLJ_RS03255,4016.140322,-0.441063135,0.096176731,-4.585965148,4.52E-06,1.95E-05,WP_013582490.1,WP_013582490.1,response regulator
1661,BLLJ_RS08600,369.5679427,-0.441172775,0.132905855,-3.319438225,0.000901988,0.002439035,WP_003948630.1,WP_003948630.1,type Z 30S ribosomal protein S14
268,BLLJ_RS01390,13.20686916,-0.441574874,0.335458068,-1.316334039,0.188061951,0.265823637,WP_007055662.1,WP_007055662.1,ABC transporter permease subunit
340,BLLJ_RS01780,60.73028033,-0.441633497,0.171392705,-2.576734505,0.009973853,0.02117796,WP_011068399.1,WP_011068399.1,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein
1219,BLLJ_RS06330,41.82919811,-0.441936487,0.204223384,-2.163985724,0.030465445,0.056459092,WP_015512139.1,nadB,L-aspartate oxidase
458,BLLJ_RS02360,122.7562228,-0.443367828,0.132351531,-3.34992595,0.000808332,0.002221446,WP_007056410.1,WP_007056410.1,DUF2961 domain-containing protein
1470,BLLJ_RS07620,649.396669,-0.444914013,0.129991008,-3.422652214,0.000620134,0.001738796,WP_006294871.1,rpoZ,DNA-directed RNA polymerase subunit omega
1452,BLLJ_RS07525,16.94021696,-0.445348377,0.277454062,-1.605124735,0.108466357,0.168638699,WP_007058571.1,WP_007058571.1,hypothetical protein
1529,BLLJ_RS07915,316.0178308,-0.446355997,0.20378025,-2.190379084,0.028496756,0.053497317,WP_007052453.1,amrS,AmmeMemoRadiSam system radical SAM enzyme
1511,BLLJ_RS11185,39.12306486,-0.447501301,0.222489843,-2.011333615,0.04429023,0.076809464,WP_013582894.1,WP_013582894.1,hypothetical protein
200,BLLJ_RS01035,143.746929,-0.448106603,0.119478602,-3.750517619,0.00017647,0.000561442,WP_007051563.1,WP_007051563.1,MATE family efflux transporter
697,BLLJ_RS03605,281.8977765,-0.448370264,0.114176344,-3.926997907,8.60E-05,0.000294552,WP_015713447.1,WP_015713447.1,MFS transporter
1110,BLLJ_RS05765,18.65817775,-0.449496563,0.284401785,-1.580498392,0.113992775,0.17554159,WP_007052770.1,WP_007052770.1,energy-coupling factor transporter transmembrane protein EcfT
658,BLLJ_RS03395,52.44301462,-0.449569342,0.190869083,-2.355380633,0.018503741,0.036612587,WP_003744447.1,WP_003744447.1,arsenical-resistance protein
815,BLLJ_RS04185,640.5352216,-0.451385312,0.080149945,-5.631760726,1.78E-08,1.07E-07,WP_011743157.1,metE,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
1309,BLLJ_RS06805,856.8233602,-0.452459092,0.094753092,-4.77513801,1.80E-06,8.24E-06,WP_007054078.1,WP_007054078.1,UvrD-helicase domain-containing protein
1502,BLLJ_RS07775,134.8700702,-0.453113452,0.121600582,-3.72624412,0.000194354,0.000614287,WP_012577013.1,nrdG,anaerobic ribonucleoside-triphosphate reductase activating protein
550,BLLJ_RS02830,31.20273798,-0.453591876,0.236545496,-1.917567166,0.055165917,0.093216378,WP_007051174.1,WP_007051174.1,energy-coupling factor transporter transmembrane protein EcfT
1014,BLLJ_RS05250,3.280828474,-0.453784215,0.734402009,-0.617896205,0.536643761,0.612580918,WP_013582717.1,WP_013582717.1,hypothetical protein
1280,BLLJ_RS06635,955.1624118,-0.4548878,0.085437018,-5.324247132,1.01E-07,5.51E-07,WP_014485521.1,lexA,transcriptional repressor LexA
470,BLLJ_RS02415,1556.294095,-0.456900499,0.112056675,-4.077405481,4.55E-05,0.000162598,WP_013140385.1,WP_013140385.1,hypothetical protein
958,BLLJ_RS04970,47.33411088,-0.456958018,0.226196905,-2.020178031,0.043364924,0.075690846,WP_012577606.1,WP_012577606.1,bifunctional DNA primase/polymerase
1419,BLLJ_RS07355,81.22131235,-0.457202085,0.159797888,-2.861127202,0.004221376,0.009689064,WP_010081561.1,WP_010081561.1,5'-nucleotidase C-terminal domain-containing protein
1764,BLLJ_RS09150,1299.456248,-0.457471188,0.128410592,-3.562565836,0.000367248,0.00108764,WP_013410592.1,WP_013410592.1,RNA degradosome polyphosphate kinase
840,BLLJ_RS04305,332.3496887,-0.45837859,0.133378461,-3.436676256,0.000588899,0.001659938,WP_007056992.1,WP_007056992.1,amino acid permease
826,BLLJ_RS11260,4.408157393,-0.465251572,0.620758284,-0.749489107,0.453562462,0.541131452,WP_007054223.1,WP_007054223.1,hypothetical protein
1058,BLLJ_RS05480,51.85595414,-0.465510103,0.183628684,-2.535062017,0.011242742,0.023509769,WP_012577522.1,WP_012577522.1,SNF2-related protein
103,BLLJ_RS00535,531.1102485,-0.465744181,0.089261452,-5.217752682,1.81E-07,9.36E-07,WP_007055901.1,WP_007055901.1,LacI family transcriptional regulator
1844,BLLJ_RS09550,2807.45711,-0.467133812,0.168055598,-2.779638509,0.005441944,0.012214282,WP_007054093.1,WP_007054093.1,family 43 glycosylhydrolase
987,BLLJ_RS05115,127.0907822,-0.467693353,0.151547561,-3.086116004,0.002027897,0.005025431,WP_014485507.1,istA,IS21 family transposase
402,BLLJ_RS02085,2316.36307,-0.468156125,0.0867571,-5.396170725,6.81E-08,3.80E-07,WP_019727872.1,WP_019727872.1,DNA-directed RNA polymerase subunit beta
1335,BLLJ_RS06930,106.0959114,-0.468450955,0.144959011,-3.23160976,0.00123095,0.003233341,WP_007056912.1,WP_007056912.1,ABC transporter permease
1680,BLLJ_RS08695,1568.022016,-0.469022481,0.141443225,-3.315976989,0.000913233,0.002459098,WP_015450977.1,rpsI,30S ribosomal protein S9
774,BLLJ_RS03995,35.15538272,-0.470121871,0.225758638,-2.08240923,0.037305106,0.066906274,WP_013410939.1,WP_013410939.1,glycerate kinase
1897,BLLJ_RS09835,289.5273846,-0.470331655,0.117579063,-4.000131018,6.33E-05,0.000221519,WP_003815884.1,WP_003815884.1,LPXTG cell wall anchor domain-containing protein
1667,BLLJ_RS08630,573.5683246,-0.470932408,0.110265945,-4.270878074,1.95E-05,7.51E-05,WP_007053037.1,rplP,50S ribosomal protein L16
1901,BLLJ_RS09855,62.31248304,-0.471607164,0.204532359,-2.305782641,0.021122781,0.040929368,WP_016461974.1,nrdE,class 1b ribonucleoside-diphosphate reductase subunit alpha
221,BLLJ_RS01150,299.4915487,-0.471852185,0.107892845,-4.373340821,1.22E-05,4.91E-05,WP_013140147.1,ptsP,phosphoenolpyruvate--protein phosphotransferase
954,BLLJ_RS04855,7.879067721,-0.47223595,0.501526466,-0.941597268,0.346398869,0.434519856,WP_012577608.1,secE,preprotein translocase subunit SecE
1752,BLLJ_RS09090,376.2389007,-0.473388459,0.11132347,-4.252368887,2.12E-05,8.09E-05,WP_014485298.1,argS,arginine--tRNA ligase
1650,BLLJ_RS08545,3100.543145,-0.474152861,0.097053603,-4.885474078,1.03E-06,4.92E-06,WP_018143439.1,rpsM,30S ribosomal protein S13
1648,BLLJ_RS08535,1381.103026,-0.474826037,0.119669635,-3.967807183,7.25E-05,0.000251984,WP_021913098.1,WP_021913098.1,DNA-directed RNA polymerase subunit alpha
298,BLLJ_RS01555,191.0052788,-0.475186899,0.114185449,-4.16153635,3.16E-05,0.000117658,WP_019260702.1,pstB,phosphate ABC transporter ATP-binding protein PstB
359,BLLJ_RS01880,143.3407416,-0.475993927,0.135108284,-3.52305507,0.000426603,0.001240558,WP_008783747.1,WP_008783747.1,IS30-like element ISBlo4 family transposase
661,BLLJ_RS03410,84.2129962,-0.476788121,0.152444182,-3.127624243,0.001762253,0.004429758,WP_011068222.1,WP_011068222.1,Cof-type HAD-IIB family hydrolase
351,BLLJ_RS01835,145.8295818,-0.478214203,0.135940489,-3.517820246,0.000435107,0.001257701,WP_008783747.1,WP_008783747.1,IS30-like element ISBlo4 family transposase
857,BLLJ_RS04400,158.3017653,-0.478846402,0.136535735,-3.507114121,0.000452995,0.001303543,WP_011068118.1,WP_011068118.1,MFS transporter
1863,BLLJ_RS09640,133.813056,-0.479256495,0.119078423,-4.024713143,5.70E-05,0.000201065,WP_008783747.1,WP_008783747.1,IS30-like element ISBlo4 family transposase
1927,BLLJ_RS09995,1186.757443,-0.48022582,0.111619576,-4.302344068,1.69E-05,6.60E-05,WP_012578708.1,rnpA,ribonuclease P protein component
563,BLLJ_RS02890,145.6989973,-0.480618443,0.148852069,-3.228832794,0.001242965,0.003256029,WP_007053608.1,argH,argininosuccinate lyase
240,BLLJ_RS01245,41.09821626,-0.481348775,0.20201378,-2.382752185,0.017183758,0.034438966,WP_007057714.1,nth,endonuclease III
1322,BLLJ_RS06870,560.4343436,-0.482918641,0.083629247,-5.774518611,7.72E-09,4.86E-08,WP_013141017.1,WP_013141017.1,glycine--tRNA ligase
1113,BLLJ_RS05780,113.3885806,-0.483045323,0.139290791,-3.46789131,0.000524559,0.001489471,WP_008783321.1,WP_008783321.1,metallopeptidase family protein
1384,BLLJ_RS07180,25.26044689,-0.487088661,0.23641639,-2.060299884,0.039369881,0.07008784,WP_007053250.1,WP_007053250.1,extracellular solute-binding protein
105,BLLJ_RS00545,82.11121576,-0.487321173,0.152538666,-3.194738649,0.001399575,0.003631737,WP_012576493.1,WP_012576493.1,IS3 family transposase
540,BLLJ_RS02775,112.9315699,-0.488562711,0.146370611,-3.33784704,0.000844302,0.002315526,WP_013582461.1,WP_013582461.1,hypothetical protein
206,BLLJ_RS01065,1283.961806,-0.489853157,0.087699143,-5.585609374,2.33E-08,1.38E-07,WP_007054733.1,WP_007054733.1,LacI family transcriptional regulator
169,BLLJ_RS11085,266.7288243,-0.489875895,0.115062698,-4.257469223,2.07E-05,7.92E-05,WP_014485928.1,WP_014485928.1,hypothetical protein
1418,BLLJ_RS10550,90.5463521,-0.490198513,0.141555646,-3.462938615,0.00053431,0.001510484,NA,NA,zinc-ribbon domain-containing protein
1665,BLLJ_RS08620,770.3527752,-0.492756219,0.100927759,-4.882266539,1.05E-06,4.99E-06,WP_006295268.1,rpsQ,30S ribosomal protein S17
584,BLLJ_RS02990,125.2925478,-0.493273887,0.127644375,-3.864438906,0.000111345,0.00037205,WP_012471938.1,WP_012471938.1,ABC-2 transporter permease
1860,BLLJ_RS10990,35.06583204,-0.494368348,0.217362314,-2.274397709,0.022942085,0.04410004,WP_007052261.1,WP_007052261.1,IS30 family transposase
1643,BLLJ_RS08515,143.9227934,-0.496657937,0.119393275,-4.159848505,3.18E-05,0.000118302,WP_014484252.1,WP_014484252.1,transglutaminase family protein
972,BLLJ_RS05040,6.293584638,-0.499156291,0.555150522,-0.899136849,0.368579773,0.456404497,WP_012577594.1,WP_012577594.1,hypothetical protein
528,BLLJ_RS11250,9.002712051,-0.502034752,0.421047477,-1.192347132,0.233125161,0.313653392,WP_012471944.1,WP_012471944.1,hypothetical protein
942,BLLJ_RS04795,26.1262965,-0.503113807,0.272179763,-1.848461479,0.064535612,0.107158488,NA,NA,hypothetical protein
134,BLLJ_RS00690,21.5713688,-0.504504062,0.248779115,-2.027919676,0.042568447,0.074705022,WP_007051628.1,tadC,Flp pilus assembly protein TadC
1283,BLLJ_RS06650,106.2012607,-0.505590806,0.158841159,-3.182996205,0.001457595,0.00375701,WP_013140987.1,hflX,GTPase HflX
941,BLLJ_RS04790,19.83919873,-0.506064809,0.276291474,-1.831633826,0.067005994,0.110322422,NA,NA,hypothetical protein
246,BLLJ_RS01275,332.5808652,-0.507293187,0.089920401,-5.641580578,1.68E-08,1.02E-07,WP_013582357.1,WP_013582357.1,cell surface protein
655,BLLJ_RS11380,12.87452834,-0.50946059,0.333319945,-1.528443158,0.126402546,0.191140478,NA,NA,hypothetical protein
1530,BLLJ_RS07920,489.0396292,-0.510439005,0.177020843,-2.883496635,0.003932868,0.009146647,WP_007052452.1,amrB,AmmeMemoRadiSam system protein B
10,BLLJ_RS00050,476.0310233,-0.510791607,0.145111588,-3.519991853,0.00043156,0.001249321,WP_012576471.1,gdhA,NADP-specific glutamate dehydrogenase
617,BLLJ_RS03170,75.84148233,-0.511463434,0.16824016,-3.040079335,0.002365158,0.005786834,WP_007051907.1,WP_007051907.1,S24 family peptidase
809,BLLJ_RS04155,675.0882808,-0.512011132,0.122184179,-4.190486335,2.78E-05,0.000104411,WP_013582554.1,WP_013582554.1,zinc-binding dehydrogenase
1330,BLLJ_RS06905,91.02978207,-0.512386158,0.15457606,-3.314783399,0.000917142,0.002466177,WP_007053306.1,WP_007053306.1,hypothetical protein
1217,BLLJ_RS06320,33.73975361,-0.513626945,0.224757339,-2.285251052,0.022298111,0.042990759,WP_013140915.1,WP_013140915.1,cysteine desulfurase
643,BLLJ_RS03320,175.5864603,-0.514166507,0.139112449,-3.696049574,0.00021898,0.000687612,WP_007057554.1,WP_007057554.1,histidine phosphatase family protein
975,BLLJ_RS05055,77.83604971,-0.514657475,0.154661122,-3.327646063,0.000875831,0.00238503,WP_003829854.1,tnpB,IS607 family element RNA-guided endonuclease TnpB
543,BLLJ_RS02795,1845.208144,-0.514999503,0.140511098,-3.665187391,0.000247158,0.000763653,WP_014485774.1,glnA,type I glutamate--ammonia ligase
606,BLLJ_RS03110,94.19217721,-0.521573016,0.147384594,-3.538857087,0.000401863,0.001179288,WP_011068249.1,WP_011068249.1,zinc-ribbon domain-containing protein
969,BLLJ_RS05025,3.313390912,-0.522821456,0.775558519,-0.674122511,0.500233429,0.581694844,WP_012577597.1,WP_012577597.1,hypothetical protein
1429,BLLJ_RS07410,101.4674687,-0.523106836,0.138083372,-3.788340524,0.000151657,0.00049391,WP_008782708.1,WP_008782708.1,5'-nucleotidase C-terminal domain-containing protein
959,BLLJ_RS04975,4.168336562,-0.52545092,0.646475909,-0.812792732,0.416336903,0.504523916,WP_012577605.1,WP_012577605.1,hypothetical protein
533,BLLJ_RS02735,133.4281381,-0.525797052,0.128405332,-4.094822568,4.22E-05,0.00015254,WP_003816443.1,WP_003816443.1,site-specific integrase
1794,BLLJ_RS09285,67.20220073,-0.527103367,0.182273155,-2.89183214,0.003830025,0.008929007,WP_015439060.1,istB,IS21-like element helper ATPase IstB
397,BLLJ_RS02060,466.8365883,-0.527131794,0.114405232,-4.607584663,4.07E-06,1.77E-05,WP_014698139.1,WP_014698139.1,ACT domain-containing protein
37,BLLJ_RS00195,431.6890262,-0.52725574,0.096208858,-5.480324302,4.25E-08,2.41E-07,WP_008783074.1,WP_008783074.1,DUF1906 domain-containing protein
1472,BLLJ_RS11460,19.21993299,-0.527721281,0.279167016,-1.89034252,0.058712166,0.09851789,NA,NA,restriction endonuclease subunit S
671,BLLJ_RS03460,361.3276534,-0.528785347,0.088504055,-5.974701888,2.31E-09,1.52E-08,WP_015438688.1,WP_015438688.1,HRDC domain-containing protein
197,BLLJ_RS01020,428.8556597,-0.532171483,0.124703178,-4.267505382,1.98E-05,7.61E-05,WP_015438322.1,WP_015438322.1,ammonium transporter
1249,BLLJ_RS06475,106.6908158,-0.532651066,0.1684923,-3.161278393,0.001570783,0.00402722,WP_003817051.1,WP_003817051.1,ABC transporter permease
711,BLLJ_RS03675,10.55982172,-0.534124597,0.35430553,-1.507525434,0.13167603,0.198027602,WP_015512269.1,WP_015512269.1,YbdD/YjiX family protein
1279,BLLJ_RS06625,152.6794706,-0.534980181,0.131668749,-4.063076361,4.84E-05,0.000172276,WP_014485507.1,istA,IS21 family transposase
378,BLLJ_RS01965,37.99481421,-0.536249788,0.224288787,-2.390889864,0.016807594,0.033726714,WP_008783175.1,WP_008783175.1,helix-turn-helix transcriptional regulator
348,BLLJ_RS01820,269.3336482,-0.539066794,0.104213803,-5.17270053,2.31E-07,1.17E-06,WP_013582378.1,WP_013582378.1,sugar porter family MFS transporter
1721,BLLJ_RS08910,160.2114645,-0.540520129,0.125525186,-4.306069151,1.66E-05,6.50E-05,WP_007052988.1,WP_007052988.1,VWA domain-containing protein
1519,BLLJ_RS07860,810.4561687,-0.540615712,0.105694504,-5.114889526,3.14E-07,1.57E-06,WP_007058870.1,WP_007058870.1,DEAD/DEAH box helicase
1315,BLLJ_RS06835,85.62494125,-0.542514933,0.159073043,-3.410476856,0.000648494,0.001812023,WP_007054072.1,WP_007054072.1,RluA family pseudouridine synthase
1673,BLLJ_RS08660,1852.153846,-0.543471124,0.090981685,-5.97341239,2.32E-09,1.52E-08,WP_004268574.1,rplD,50S ribosomal protein L4
1729,BLLJ_RS08955,741.3601822,-0.544547385,0.143876138,-3.784834608,0.000153811,0.000497563,WP_007052979.1,WP_007052979.1,biotin--[acetyl-CoA-carboxylase] ligase
224,BLLJ_RS01165,70.53355845,-0.5487877,0.161921254,-3.38922585,0.000700903,0.001950841,WP_012576694.1,WP_012576694.1,metal-sensitive transcriptional regulator
247,BLLJ_RS11015,111.2869838,-0.549102341,0.170927377,-3.212489133,0.001315901,0.003428456,NA,NA,hypothetical protein
1836,BLLJ_RS09510,136.2246338,-0.550077958,0.14629189,-3.760139792,0.000169818,0.00054387,WP_013410546.1,WP_013410546.1,putative DNA binding domain-containing protein
46,BLLJ_RS00240,404.9147528,-0.55299254,0.121667904,-4.545097935,5.49E-06,2.34E-05,WP_003827911.1,trpS,tryptophan--tRNA ligase
1824,BLLJ_RS09440,478.9376932,-0.556618433,0.106931947,-5.205352069,1.94E-07,9.96E-07,WP_014484399.1,metG,methionine--tRNA ligase
1618,BLLJ_RS11270,210.7154369,-0.557165131,0.160758251,-3.465857125,0.000528544,0.001498578,WP_007053826.1,WP_007053826.1,hypothetical protein
107,BLLJ_RS00555,294.2753569,-0.558537747,0.131477567,-4.248160049,2.16E-05,8.23E-05,WP_015713226.1,WP_015713226.1,MFS transporter
1248,BLLJ_RS06470,88.25161092,-0.558996555,0.187951055,-2.974160247,0.002937916,0.007018962,WP_007052567.1,WP_007052567.1,ABC transporter permease
1015,BLLJ_RS05255,93.64132674,-0.560247609,0.168389256,-3.327098313,0.000877554,0.002386353,WP_012577552.1,WP_012577552.1,hypothetical protein
1862,BLLJ_RS09635,27.27482991,-0.560490983,0.237459043,-2.360369085,0.018256761,0.036287665,WP_012472066.1,istB,IS21-like element ISBlo1 family helper ATPase IstB
823,BLLJ_RS04225,100.1868724,-0.560564144,0.142340871,-3.938181223,8.21E-05,0.000281658,WP_007052227.1,WP_007052227.1,dihydroorotate dehydrogenase electron transfer subunit
912,BLLJ_RS04655,26.50135208,-0.561290266,0.259331805,-2.164371111,0.030435879,0.056459092,NA,NA,hypothetical protein
1671,BLLJ_RS08650,1759.442979,-0.561791408,0.090509445,-6.206992096,5.40E-10,3.71E-09,WP_012397691.1,rplB,50S ribosomal protein L2
956,BLLJ_RS04950,30.66148345,-0.563840863,0.240734113,-2.342172676,0.019171843,0.037648399,WP_012472066.1,istB,IS21-like element ISBlo1 family helper ATPase IstB
883,BLLJ_RS04525,54.20395693,-0.564253158,0.17791814,-3.171420065,0.001516956,0.003899588,WP_007054979.1,WP_007054979.1,hypothetical protein
1277,BLLJ_RS06615,32.22846942,-0.570399817,0.264699396,-2.154896555,0.03116993,0.057507775,NA,NA,LysM peptidoglycan-binding domain-containing protein
1747,BLLJ_RS09065,248.2100704,-0.57083289,0.127222822,-4.486874922,7.23E-06,3.01E-05,WP_007054193.1,WP_007054193.1,ABC transporter ATP-binding protein
50,BLLJ_RS00260,668.6395908,-0.571547186,0.279603724,-2.044132951,0.040940415,0.072283076,WP_012576523.1,WP_012576523.1,hypothetical protein
233,BLLJ_RS01210,98.66346433,-0.571713986,0.1421338,-4.022364761,5.76E-05,0.00020271,WP_010081042.1,WP_010081042.1,histidine-type phosphatase
1624,BLLJ_RS08420,7248.296361,-0.572913956,0.140806975,-4.0687896,4.73E-05,0.000168417,WP_019727336.1,pgm,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)"
536,BLLJ_RS02755,152.4745127,-0.577169418,0.163510982,-3.529851101,0.000415794,0.001212784,NA,NA,restriction endonuclease subunit S
979,BLLJ_RS05075,15.45764114,-0.580250516,0.32488164,-1.786036652,0.074093324,0.119942845,WP_012577589.1,WP_012577589.1,phage tail tip lysozyme
575,BLLJ_RS02945,69.33249137,-0.581994285,0.151601597,-3.838972001,0.000123551,0.000407189,WP_013140464.1,WP_013140464.1,hypothetical protein
333,BLLJ_RS01745,2404.982291,-0.582398537,0.129841609,-4.485453772,7.28E-06,3.02E-05,WP_004105329.1,rplS,50S ribosomal protein L19
17,BLLJ_RS00095,71.12397162,-0.586008204,0.173086373,-3.385640317,0.000710124,0.001972794,WP_015439060.1,istB,IS21-like element helper ATPase IstB
882,BLLJ_RS04520,29.05527462,-0.588350508,0.243747447,-2.413770954,0.015788384,0.032023446,WP_007055036.1,WP_007055036.1,hypothetical protein
67,BLLJ_RS11225,4.814210385,-0.588954939,0.542559471,-1.085512227,0.277694851,0.361998427,NA,NA,hypothetical protein
965,BLLJ_RS05005,8.274302519,-0.590482877,0.499569789,-1.18198276,0.237212542,0.318042963,WP_012577600.1,WP_012577600.1,hypothetical protein
654,BLLJ_RS03380,9.407521611,-0.590785246,0.459387497,-1.286028135,0.198433243,0.277388139,NA,NA,hypothetical protein
670,BLLJ_RS03455,979.3624207,-0.591053454,0.12383177,-4.773035647,1.81E-06,8.31E-06,WP_007052053.1,WP_007052053.1,DUF3000 family protein
13,BLLJ_RS11060,121.7300287,-0.593745571,0.137186725,-4.328010392,1.50E-05,5.93E-05,WP_007051753.1,WP_007051753.1,hypothetical protein
876,BLLJ_RS04495,52.72572668,-0.595576676,0.206041369,-2.890568432,0.003845458,0.008954158,WP_014484901.1,WP_014484901.1,site-specific DNA-methyltransferase
1586,BLLJ_RS08225,194.1179221,-0.596155008,0.160799954,-3.707432698,0.000209371,0.000659587,WP_013410658.1,WP_013410658.1,AzlC family ABC transporter permease
1431,BLLJ_RS07420,37.17149253,-0.597533728,0.210217525,-2.842454398,0.004476764,0.010209688,WP_011067910.1,WP_011067910.1,MFS transporter
967,BLLJ_RS05015,57.70892779,-0.599395639,0.206203858,-2.906810984,0.003651338,0.008574639,WP_012577598.1,WP_012577598.1,PD-(D/E)XK nuclease family protein
659,BLLJ_RS03400,422.1766681,-0.600598325,0.111744968,-5.37472367,7.67E-08,4.24E-07,WP_019728017.1,guaA,glutamine-hydrolyzing GMP synthase
1804,BLLJ_RS09340,827.6915306,-0.600769438,0.093340264,-6.436337479,1.22E-10,8.71E-10,WP_007056224.1,WP_007056224.1,glycosyltransferase family 2 protein
431,BLLJ_RS02230,1098.662133,-0.600859923,0.089873904,-6.685588356,2.30E-11,1.76E-10,WP_007058501.1,WP_007058501.1,ABC transporter substrate-binding protein
621,BLLJ_RS03190,300.7507783,-0.602537597,0.13524729,-4.455080757,8.39E-06,3.45E-05,WP_003828909.1,WP_003828909.1,CarD family transcriptional regulator
581,BLLJ_RS02975,137.7796171,-0.602900429,0.125974008,-4.785911314,1.70E-06,7.87E-06,WP_007057361.1,WP_007057361.1,GntR family transcriptional regulator
159,BLLJ_RS00805,212.6862274,-0.603956955,0.147790441,-4.086576585,4.38E-05,0.000157472,WP_015512503.1,WP_015512503.1,C69 family dipeptidase
353,BLLJ_RS11370,77.28290782,-0.603971451,0.156365547,-3.86256092,0.000112205,0.000374274,WP_007057867.1,WP_007057867.1,glycosyl hydrolase 53 family protein
132,BLLJ_RS00680,12.72453498,-0.604156295,0.339490104,-1.779599137,0.075141588,0.12143586,WP_014485941.1,tadA,Flp pilus assembly complex ATPase component TadA
1043,BLLJ_RS05405,17.69344673,-0.606438805,0.327629119,-1.850991773,0.064170737,0.10665619,WP_014484828.1,WP_014484828.1,nucleotidyltransferase domain-containing protein
1314,BLLJ_RS06830,24.31050614,-0.607719341,0.254125477,-2.39141446,0.016783594,0.033726714,WP_008782647.1,WP_008782647.1,DUF4143 domain-containing protein
1148,BLLJ_RS05970,90.79204807,-0.609428544,0.139217194,-4.377537908,1.20E-05,4.83E-05,WP_015438879.1,WP_015438879.1,DMT family transporter
